YEAR,SUNACTIVITY
1760.16666666667,124.5
1760.25,97.2
1760.33333333333,120.0
1760.41666666667,80.5
1760.5,110.0
1760.58333333333,126.0
1760.66666666667,102.2
1760.75,84.3
1760.83333333333,99.5
1760.91666666667,101.7
1761.0,116.7
1761.08333333333,151.7
1761.16666666667,134.5
1761.25,119.5
1761.33333333333,178.7
1761.41666666667,165.5
1761.5,156.8
1761.58333333333,151.8
1761.66666666667,167.8
1761.75,147.8
1761.83333333333,149.5
1761.91666666667,76.7
1762.0,73.0
1762.08333333333,121.3
1762.16666666667,76.2
1762.25,100.3
1762.33333333333,66.5
1762.41666666667,128.5
1762.5,56.3
1762.58333333333,112.8
1762.66666666667,114.2
1762.75,115.5
1762.83333333333,129.7
1762.91666666667,128.7
1763.0,94.2
1763.08333333333,53.2
1763.16666666667,57.0
1763.25,54.8
1763.33333333333,54.5
1763.41666666667,59.7
1763.5,90.3
1763.58333333333,44.2
1763.66666666667,113.5
1763.75,77.2
1763.83333333333,101.5
1763.91666666667,102.3
1764.0,99.5
1764.08333333333,99.5
1764.16666666667,67.0
1764.25,57.3
1764.33333333333,73.8
1764.41666666667,50.0
1764.5,50.0
1764.58333333333,50.0
1764.66666666667,47.0
1764.75,46.7
1764.83333333333,43.3
1764.91666666667,42.8
1765.0,40.0
1765.08333333333,43.3
1765.16666666667,41.7
1765.25,36.7
1765.33333333333,33.7
1765.41666666667,33.3
1765.5,45.0
1765.58333333333,49.5
1765.66666666667,26.7
1765.75,23.3
1765.83333333333,23.3
1765.91666666667,21.7
1766.0,20.0
1766.08333333333,18.3
1766.16666666667,61.0
1766.25,10.0
1766.33333333333,44.7
1766.41666666667,5.0
1766.5,5.5
1766.58333333333,6.7
1766.66666666667,7.2
1766.75,8.3
1766.83333333333,9.5
1766.91666666667,32.0
1767.0,45.7
1767.08333333333,50.0
1767.16666666667,71.7
1767.25,54.8
1767.33333333333,49.7
1767.41666666667,55.5
1767.5,36.5
1767.58333333333,68.0
1767.66666666667,71.2
1767.75,73.5
1767.83333333333,91.2
1767.91666666667,88.8
1768.0,89.2
1768.08333333333,110.2
1768.16666666667,77.2
1768.25,71.2
1768.33333333333,129.5
1768.41666666667,129.0
1768.5,87.7
1768.58333333333,111.3
1768.66666666667,124.7
1768.75,129.7
1768.83333333333,151.0
1768.91666666667,186.3
1769.0,123.2
1769.08333333333,107.0
1769.16666666667,107.2
1769.25,161.2
1769.33333333333,122.7
1769.41666666667,157.3
1769.5,197.7
1769.58333333333,200.5
1769.66666666667,248.0
1769.75,263.7
1769.83333333333,246.8
1769.91666666667,186.7
1770.0,173.3
1770.08333333333,237.5
1770.16666666667,133.5
1770.25,85.0
1770.33333333333,116.8
1770.41666666667,138.8
1770.5,183.0
1770.58333333333,210.5
1770.66666666667,174.0
1770.75,172.7
1770.83333333333,220.3
1770.91666666667,170.5
1771.0,60.0
1771.08333333333,77.0
1771.16666666667,77.8
1771.25,108.2
1771.33333333333,254.5
1771.41666666667,199.2
1771.5,112.8
1771.58333333333,97.5
1771.66666666667,169.0
1771.75,150.0
1771.83333333333,166.2
1771.91666666667,159.5
1772.0,168.2
1772.08333333333,151.3
1772.16666666667,51.8
1772.25,153.7
1772.33333333333,63.3
1772.41666666667,95.0
1772.5,128.8
1772.58333333333,93.7
1772.66666666667,84.2
1772.75,131.0
1772.83333333333,102.2
1772.91666666667,106.7
1773.0,91.0
1773.08333333333,48.3
1773.16666666667,85.3
1773.25,54.8
1773.33333333333,68.5
1773.41666666667,47.3
1773.5,46.2
1773.58333333333,21.2
1773.66666666667,48.8
1773.75,43.8
1773.83333333333,68.2
1773.91666666667,72.0
1774.0,78.0
1774.08333333333,109.0
1774.16666666667,92.8
1774.25,73.0
1774.33333333333,85.5
1774.41666666667,47.5
1774.5,29.2
1774.58333333333,11.0
1774.66666666667,13.2
1774.75,23.3
1774.83333333333,29.5
1774.91666666667,20.3
1775.0,7.3
1775.08333333333,0.0
1775.16666666667,19.3
1775.25,18.7
1775.33333333333,6.5
1775.41666666667,20.5
1775.5,1.7
1775.58333333333,13.2
1775.66666666667,5.3
1775.75,9.3
1775.83333333333,25.2
1775.91666666667,13.2
1776.0,36.2
1776.08333333333,19.3
1776.16666666667,10.5
1776.25,36.3
1776.33333333333,18.7
1776.41666666667,31.7
1776.5,1.7
1776.58333333333,40.3
1776.66666666667,26.7
1776.75,50.0
1776.83333333333,58.3
1776.91666666667,66.7
1777.0,75.0
1777.08333333333,60.8
1777.16666666667,65.0
1777.25,159.2
1777.33333333333,133.8
1777.41666666667,134.5
1777.5,158.3
1777.58333333333,186.7
1777.66666666667,193.7
1777.75,177.5
1777.83333333333,243.3
1777.91666666667,262.2
1778.0,295.5
1778.08333333333,182.2
1778.16666666667,223.3
1778.25,241.7
1778.33333333333,398.2
1778.41666666667,286.0
1778.5,255.0
1778.58333333333,233.3
1778.66666666667,286.2
1778.75,260.5
1778.83333333333,250.5
1778.91666666667,175.0
1779.0,191.2
1779.08333333333,276.2
1779.16666666667,196.7
1779.25,241.7
1779.33333333333,233.3
1779.41666666667,189.5
1779.5,238.3
1779.58333333333,186.7
1779.66666666667,185.0
1779.75,206.7
1779.83333333333,190.0
1779.91666666667,183.3
1780.0,116.7
1780.08333333333,163.3
1780.16666666667,163.3
1780.25,158.3
1780.33333333333,178.7
1780.41666666667,146.7
1780.5,143.3
1780.58333333333,143.3
1780.66666666667,156.2
1780.75,128.3
1780.83333333333,100.0
1780.91666666667,97.8
1781.0,164.5
1781.08333333333,124.5
1781.16666666667,88.3
1781.25,113.8
1781.33333333333,174.5
1781.41666666667,162.8
1781.5,122.5
1781.58333333333,110.0
1781.66666666667,85.0
1781.75,45.5
1781.83333333333,111.7
1781.91666666667,58.7
1782.0,90.0
1782.08333333333,62.5
1782.16666666667,61.7
1782.25,68.3
1782.33333333333,90.5
1782.41666666667,63.3
1782.5,61.7
1782.58333333333,73.3
1782.66666666667,56.7
1782.75,38.7
1782.83333333333,52.5
1782.91666666667,50.0
1783.0,46.7
1783.08333333333,64.5
1783.16666666667,44.5
1783.25,47.2
1783.33333333333,38.3
1783.41666666667,42.0
1783.5,53.7
1783.58333333333,33.3
1783.66666666667,30.0
1783.75,13.3
1783.83333333333,25.0
1783.91666666667,17.5
1784.0,21.7
1784.08333333333,13.3
1784.16666666667,18.3
1784.25,16.7
1784.33333333333,10.0
1784.41666666667,15.0
1784.5,10.0
1784.58333333333,16.7
1784.66666666667,16.7
1784.75,13.3
1784.83333333333,28.3
1784.91666666667,23.3
1785.0,10.8
1785.08333333333,13.3
1785.16666666667,15.0
1785.25,26.2
1785.33333333333,34.5
1785.41666666667,43.8
1785.5,60.5
1785.58333333333,33.3
1785.66666666667,53.3
1785.75,78.7
1785.83333333333,67.0
1785.91666666667,45.5
1786.0,62.0
1786.08333333333,79.3
1786.16666666667,79.5
1786.25,142.3
1786.33333333333,153.8
1786.41666666667,98.3
1786.5,138.3
1786.58333333333,149.5
1786.66666666667,185.8
1786.75,187.2
1786.83333333333,193.3
1786.91666666667,187.8
1787.0,224.5
1787.08333333333,176.7
1787.16666666667,145.7
1787.25,212.0
1787.33333333333,224.7
1787.41666666667,165.3
1787.5,213.3
1787.58333333333,228.7
1787.66666666667,262.2
1787.75,261.7
1787.83333333333,235.8
1787.91666666667,290.0
1788.0,230.0
1788.08333333333,215.3
1788.16666666667,238.8
1788.25,180.8
1788.33333333333,188.3
1788.41666666667,257.0
1788.5,235.8
1788.58333333333,226.7
1788.66666666667,235.0
1788.75,236.7
1788.83333333333,157.8
1788.91666666667,215.8
1789.0,190.0
1789.08333333333,208.8
1789.16666666667,200.0
1789.25,205.5
1789.33333333333,205.8
1789.41666666667,200.0
1789.5,195.0
1789.58333333333,171.7
1789.66666666667,186.7
1789.75,149.5
1789.83333333333,223.3
1789.91666666667,225.8
1790.0,171.7
1790.08333333333,212.5
1790.16666666667,160.5
1790.25,156.7
1790.33333333333,155.0
1790.41666666667,151.7
1790.5,115.5
1790.58333333333,145.0
1790.66666666667,128.8
1790.75,140.5
1790.83333333333,136.7
1790.91666666667,123.3
1791.0,121.2
1791.08333333333,103.3
1791.16666666667,123.3
1791.25,128.7
1791.33333333333,122.8
1791.41666666667,107.0
1791.5,118.3
1791.58333333333,71.7
1791.66666666667,110.8
1791.75,102.8
1791.83333333333,111.7
1791.91666666667,110.0
1792.0,96.7
1792.08333333333,106.7
1792.16666666667,105.0
1792.25,126.2
1792.33333333333,103.3
1792.41666666667,101.7
1792.5,76.3
1792.58333333333,100.0
1792.66666666667,98.3
1792.75,98.3
1792.83333333333,95.0
1792.91666666667,93.3
1793.0,93.3
1793.08333333333,91.7
1793.16666666667,92.5
1793.25,88.3
1793.33333333333,87.2
1793.41666666667,85.0
1793.5,83.3
1793.58333333333,48.8
1793.66666666667,40.0
1793.75,78.3
1793.83333333333,73.3
1793.91666666667,76.2
1794.0,75.0
1794.08333333333,73.3
1794.16666666667,63.3
1794.25,47.3
1794.33333333333,92.8
1794.41666666667,69.2
1794.5,68.3
1794.58333333333,66.7
1794.66666666667,18.5
1794.75,47.5
1794.83333333333,112.3
1794.91666666667,85.7
1795.0,35.7
1795.08333333333,66.5
1795.16666666667,21.0
1795.25,31.0
1795.33333333333,51.7
1795.41666666667,28.5
1795.5,21.5
1795.58333333333,42.8
1795.66666666667,22.5
1795.75,32.5
1795.83333333333,41.7
1795.91666666667,30.0
1796.0,36.7
1796.08333333333,39.7
1796.16666666667,26.2
1796.25,52.8
1796.33333333333,35.0
1796.41666666667,11.2
1796.5,44.8
1796.58333333333,2.5
1796.66666666667,30.7
1796.75,18.3
1796.83333333333,14.0
1796.91666666667,8.5
1797.0,24.0
1797.08333333333,7.0
1797.16666666667,6.7
1797.25,6.7
1797.33333333333,12.2
1797.41666666667,18.5
1797.5,7.2
1797.58333333333,10.0
1797.66666666667,9.5
1797.75,11.5
1797.83333333333,9.7
1797.91666666667,5.0
1798.0,3.3
1798.08333333333,6.7
1798.16666666667,20.7
1798.25,1.8
1798.33333333333,0.0
1798.41666666667,0.0
1798.5,0.0
1798.58333333333,5.0
1798.66666666667,4.0
1798.75,2.5
1798.83333333333,20.8
1798.91666666667,16.5
1799.0,2.7
1799.08333333333,21.0
1799.16666666667,36.2
1799.25,14.0
1799.33333333333,13.7
1799.41666666667,17.7
1799.5,3.5
1799.58333333333,0.0
1799.66666666667,0.0
1799.75,7.7
1799.83333333333,4.5
1799.91666666667,14.3
1800.0,11.5
1800.08333333333,15.5
1800.16666666667,23.2
1800.25,0.0
1800.33333333333,8.3
1800.41666666667,39.5
1800.5,35.0
1800.58333333333,32.5
1800.66666666667,19.2
1800.75,20.5
1800.83333333333,17.5
1800.91666666667,66.8
1801.0,45.0
1801.08333333333,48.3
1801.16666666667,50.0
1801.25,51.7
1801.33333333333,53.3
1801.41666666667,52.0
1801.5,58.3
1801.58333333333,64.5
1801.66666666667,55.8
1801.75,54.3
1801.83333333333,66.3
1801.91666666667,80.3
1802.0,79.7
1802.08333333333,78.3
1802.16666666667,68.0
1802.25,70.0
1802.33333333333,73.3
1802.41666666667,76.7
1802.5,80.0
1802.58333333333,83.3
1802.66666666667,86.3
1802.75,64.2
1802.83333333333,57.5
1802.91666666667,83.3
1803.0,83.3
1803.08333333333,84.7
1803.16666666667,49.2
1803.25,41.7
1803.33333333333,73.8
1803.41666666667,60.0
1803.5,80.5
1803.58333333333,56.8
1803.66666666667,75.5
1803.75,90.5
1803.83333333333,85.0
1803.91666666667,80.0
1804.0,75.5
1804.08333333333,80.5
1804.16666666667,80.0
1804.25,84.3
1804.33333333333,55.7
1804.41666666667,58.0
1804.5,49.7
1804.58333333333,71.8
1804.66666666667,88.3
1804.75,103.8
1804.83333333333,101.7
1804.91666666667,100.0
1805.0,101.7
1805.08333333333,73.5
1805.16666666667,85.7
1805.25,62.5
1805.33333333333,65.0
1805.41666666667,67.5
1805.5,62.7
1805.58333333333,71.2
1805.66666666667,74.0
1805.75,49.0
1805.83333333333,68.3
1805.91666666667,63.8
1806.0,65.0
1806.08333333333,49.3
1806.16666666667,54.5
1806.25,46.2
1806.33333333333,44.0
1806.41666666667,42.7
1806.5,50.0
1806.58333333333,43.8
1806.66666666667,40.0
1806.75,45.0
1806.83333333333,41.7
1806.91666666667,40.0
1807.0,20.0
1807.08333333333,20.3
1807.16666666667,16.0
1807.25,39.7
1807.33333333333,16.7
1807.41666666667,20.0
1807.5,21.2
1807.58333333333,20.0
1807.66666666667,9.5
1807.75,13.3
1807.83333333333,4.3
1807.91666666667,0.0
1808.0,0.0
1808.08333333333,7.5
1808.16666666667,0.0
1808.25,20.5
1808.33333333333,22.5
1808.41666666667,22.5
1808.5,11.2
1808.58333333333,13.3
1808.66666666667,19.5
1808.75,7.8
1808.83333333333,17.5
1808.91666666667,20.5
1809.0,12.0
1809.08333333333,15.3
1809.16666666667,1.5
1809.25,4.2
1809.33333333333,3.3
1809.41666666667,12.8
1809.5,0.5
1809.58333333333,0.3
1809.66666666667,0.7
1809.75,0.0
1809.83333333333,0.0
1809.91666666667,0.0
1810.0,0.0
1810.08333333333,0.0
1810.16666666667,0.0
1810.25,0.0
1810.33333333333,0.0
1810.41666666667,0.0
1810.5,0.0
1810.58333333333,0.0
1810.66666666667,0.0
1810.75,0.0
1810.83333333333,0.0
1810.91666666667,0.0
1811.0,0.0
1811.08333333333,0.0
1811.16666666667,0.0
1811.25,0.0
1811.33333333333,0.0
1811.41666666667,0.0
1811.5,11.0
1811.58333333333,0.0
1811.66666666667,4.0
1811.75,10.2
1811.83333333333,1.3
1811.91666666667,1.8
1812.0,18.8
1812.08333333333,3.2
1812.16666666667,1.2
1812.25,0.0
1812.33333333333,1.7
1812.41666666667,2.2
1812.5,0.8
1812.58333333333,26.0
1812.66666666667,8.7
1812.75,6.5
1812.83333333333,13.2
1812.91666666667,16.8
1813.0,0.0
1813.08333333333,17.2
1813.16666666667,3.2
1813.25,27.7
1813.33333333333,9.2
1813.41666666667,18.7
1813.5,30.5
1813.58333333333,14.0
1813.66666666667,25.5
1813.75,46.3
1813.83333333333,27.8
1813.91666666667,23.8
1814.0,37.0
1814.08333333333,20.0
1814.16666666667,9.5
1814.25,39.7
1814.33333333333,9.7
1814.41666666667,24.8
1814.5,30.8
1814.58333333333,3.8
1814.66666666667,13.5
1814.75,32.2
1814.83333333333,24.2
1814.91666666667,33.5
1815.0,32.0
1815.08333333333,53.7
1815.16666666667,43.7
1815.25,52.7
1815.33333333333,16.3
1815.41666666667,93.2
1815.5,59.2
1815.58333333333,78.7
1815.66666666667,52.5
1815.75,55.8
1815.83333333333,62.0
1815.91666666667,108.3
1816.0,43.8
1816.08333333333,114.7
1816.16666666667,122.8
1816.25,98.0
1816.33333333333,73.8
1816.41666666667,72.7
1816.5,64.7
1816.58333333333,38.7
1816.66666666667,79.7
1816.75,94.0
1816.83333333333,63.5
1816.91666666667,49.8
1817.0,60.7
1817.08333333333,96.5
1817.16666666667,160.3
1817.25,44.0
1817.33333333333,35.3
1817.41666666667,66.7
1817.5,83.3
1817.58333333333,75.0
1817.66666666667,61.2
1817.75,42.7
1817.83333333333,48.2
1817.91666666667,47.3
1818.0,58.1
1818.08333333333,37.4
1818.16666666667,42.4
1818.25,57.5
1818.33333333333,88.5
1818.41666666667,60.8
1818.5,46.8
1818.58333333333,52.6
1818.66666666667,43.4
1818.75,52.8
1818.83333333333,18.3
1818.91666666667,43.0
1819.0,54.7
1819.08333333333,34.6
1819.16666666667,6.3
1819.25,33.7
1819.33333333333,32.6
1819.41666666667,58.3
1819.5,52.5
1819.58333333333,43.5
1819.66666666667,24.8
1819.75,45.9
1819.83333333333,41.8
1819.91666666667,50.9
1820.0,32.0
1820.08333333333,44.4
1820.16666666667,7.5
1820.25,32.3
1820.33333333333,48.9
1820.41666666667,17.9
1820.5,34.1
1820.58333333333,43.1
1820.66666666667,8.6
1820.75,14.9
1820.83333333333,13.2
1820.91666666667,15.1
1821.0,36.0
1821.08333333333,7.0
1821.16666666667,9.5
1821.25,15.2
1821.33333333333,2.8
1821.41666666667,3.0
1821.5,4.3
1821.58333333333,8.0
1821.66666666667,7.3
1821.75,31.4
1821.83333333333,7.3
1821.91666666667,0.4
1822.0,0.0
1822.08333333333,1.5
1822.16666666667,26.9
1822.25,21.7
1822.33333333333,2.4
1822.41666666667,9.3
1822.5,13.2
1822.58333333333,3.4
1822.66666666667,0.0
1822.75,0.6
1822.83333333333,0.0
1822.91666666667,0.0
1823.0,0.0
1823.08333333333,0.0
1823.16666666667,1.0
1823.25,0.0
1823.33333333333,0.0
1823.41666666667,0.0
1823.5,0.8
1823.58333333333,0.0
1823.66666666667,0.0
1823.75,0.0
1823.83333333333,0.0
1823.91666666667,34.0
1824.0,36.0
1824.08333333333,18.0
1824.16666666667,0.0
1824.25,32.3
1824.33333333333,4.6
1824.41666666667,0.0
1824.5,0.0
1824.58333333333,2.3
1824.66666666667,34.3
1824.75,42.0
1824.83333333333,0.0
1824.91666666667,1.4
1825.0,8.4
1825.08333333333,25.9
1825.16666666667,37.4
1825.25,6.2
1825.33333333333,25.8
1825.41666666667,25.6
1825.5,51.5
1825.58333333333,42.8
1825.66666666667,26.2
1825.75,26.0
1825.83333333333,19.6
1825.91666666667,36.7
1826.0,29.4
1826.08333333333,30.2
1826.16666666667,61.3
1826.25,40.0
1826.33333333333,53.9
1826.41666666667,61.7
1826.5,87.5
1826.58333333333,66.0
1826.66666666667,31.6
1826.75,84.4
1826.83333333333,65.8
1826.91666666667,113.6
1827.0,57.7
1827.08333333333,79.0
1827.16666666667,96.3
1827.25,76.7
1827.33333333333,93.8
1827.41666666667,94.4
1827.5,70.4
1827.58333333333,89.4
1827.66666666667,82.6
1827.75,93.5
1827.83333333333,80.4
1827.91666666667,76.8
1828.0,88.0
1828.08333333333,107.3
1828.16666666667,108.5
1828.25,101.9
1828.33333333333,148.6
1828.41666666667,163.4
1828.5,90.4
1828.58333333333,127.3
1828.66666666667,83.9
1828.75,91.1
1828.83333333333,95.0
1828.91666666667,78.1
1829.0,71.6
1829.08333333333,82.3
1829.16666666667,120.6
1829.25,158.4
1829.33333333333,112.3
1829.41666666667,123.2
1829.5,151.5
1829.58333333333,129.3
1829.66666666667,88.0
1829.75,95.3
1829.83333333333,112.7
1829.91666666667,94.1
1830.0,87.0
1830.08333333333,120.1
1830.16666666667,141.0
1830.25,177.3
1830.33333333333,110.5
1830.41666666667,108.4
1830.5,73.2
1830.58333333333,84.6
1830.66666666667,103.4
1830.75,140.6
1830.83333333333,135.4
1830.91666666667,136.8
1831.0,79.0
1831.08333333333,83.6
1831.16666666667,155.8
1831.25,90.9
1831.33333333333,63.4
1831.41666666667,55.6
1831.5,75.4
1831.58333333333,91.6
1831.66666666667,63.2
1831.75,77.1
1831.83333333333,72.5
1831.91666666667,48.3
1832.0,51.5
1832.08333333333,92.6
1832.16666666667,91.9
1832.25,44.8
1832.33333333333,68.9
1832.41666666667,44.5
1832.5,23.3
1832.58333333333,14.8
1832.66666666667,13.7
1832.75,35.2
1832.83333333333,23.8
1832.91666666667,45.8
1833.0,18.7
1833.08333333333,24.9
1833.16666666667,19.6
1833.25,4.6
1833.33333333333,21.5
1833.41666666667,1.7
1833.5,11.6
1833.58333333333,9.5
1833.66666666667,19.3
1833.75,12.5
1833.83333333333,9.8
1833.91666666667,16.6
1834.0,8.2
1834.08333333333,30.1
1834.16666666667,6.5
1834.25,2.4
1834.33333333333,14.8
1834.41666666667,13.1
1834.5,14.4
1834.58333333333,6.6
1834.66666666667,19.2
1834.75,41.3
1834.83333333333,50.9
1834.91666666667,57.5
1835.0,12.4
1835.08333333333,40.7
1835.16666666667,32.7
1835.25,102.4
1835.33333333333,72.6
1835.41666666667,55.2
1835.5,99.6
1835.58333333333,98.5
1835.66666666667,168.0
1835.75,158.6
1835.83333333333,166.7
1835.91666666667,129.3
1836.0,147.6
1836.08333333333,179.4
1836.16666666667,163.7
1836.25,238.0
1836.33333333333,185.7
1836.41666666667,207.9
1836.5,194.6
1836.58333333333,179.6
1836.66666666667,158.5
1836.75,228.9
1836.83333333333,201.5
1836.91666666667,343.8
1837.0,313.4
1837.08333333333,292.6
1837.16666666667,224.3
1837.25,230.3
1837.33333333333,186.1
1837.41666666667,263.4
1837.5,271.2
1837.58333333333,223.5
1837.66666666667,160.4
1837.75,206.2
1837.83333333333,178.4
1837.91666666667,216.1
1838.0,241.5
1838.08333333333,141.3
1838.16666666667,234.5
1838.25,211.1
1838.33333333333,229.4
1838.41666666667,157.6
1838.5,180.4
1838.58333333333,131.3
1838.66666666667,122.7
1838.75,151.5
1838.83333333333,129.2
1838.91666666667,132.9
1839.0,175.9
1839.08333333333,170.8
1839.16666666667,129.5
1839.25,102.9
1839.33333333333,89.6
1839.41666666667,91.2
1839.5,141.3
1839.58333333333,218.8
1839.66666666667,221.1
1839.75,151.5
1839.83333333333,114.7
1839.91666666667,106.2
1840.0,135.4
1840.08333333333,146.1
1840.16666666667,112.9
1840.25,109.8
1840.33333333333,115.4
1840.41666666667,80.9
1840.5,101.0
1840.58333333333,96.4
1840.66666666667,123.3
1840.75,91.7
1840.83333333333,90.4
1840.91666666667,89.5
1841.0,40.1
1841.08333333333,49.9
1841.16666666667,49.6
1841.25,66.9
1841.33333333333,112.4
1841.41666666667,92.8
1841.5,51.4
1841.58333333333,65.4
1841.66666666667,60.9
1841.75,47.4
1841.83333333333,32.9
1841.91666666667,64.8
1842.0,34.0
1842.08333333333,36.8
1842.16666666667,36.2
1842.25,44.9
1842.33333333333,41.4
1842.41666666667,34.2
1842.5,21.0
1842.58333333333,44.4
1842.66666666667,30.6
1842.75,63.5
1842.83333333333,67.5
1842.91666666667,29.3
1843.0,22.2
1843.08333333333,5.9
1843.16666666667,13.9
1843.25,15.8
1843.33333333333,35.1
1843.41666666667,17.6
1843.5,15.9
1843.58333333333,19.6
1843.66666666667,6.9
1843.75,8.9
1843.83333333333,31.7
1843.91666666667,21.2
1844.0,15.7
1844.08333333333,24.5
1844.16666666667,22.5
1844.25,34.6
1844.33333333333,19.2
1844.41666666667,6.2
1844.5,35.2
1844.58333333333,39.7
1844.66666666667,11.6
1844.75,35.9
1844.83333333333,17.9
1844.91666666667,36.0
1845.0,42.8
1845.08333333333,72.8
1845.16666666667,72.1
1845.25,95.0
1845.33333333333,79.7
1845.41666666667,51.8
1845.5,51.0
1845.58333333333,53.9
1845.66666666667,49.3
1845.75,67.8
1845.83333333333,65.7
1845.91666666667,99.5
1846.0,64.6
1846.08333333333,84.9
1846.16666666667,106.5
1846.25,115.5
1846.33333333333,99.9
1846.41666666667,108.4
1846.5,77.5
1846.58333333333,91.3
1846.66666666667,178.6
1846.75,93.4
1846.83333333333,100.6
1846.91666666667,109.1
1847.0,104.4
1847.08333333333,74.9
1847.16666666667,143.0
1847.25,74.6
1847.33333333333,125.7
1847.41666666667,142.2
1847.5,87.1
1847.58333333333,234.3
1847.66666666667,268.2
1847.75,300.6
1847.83333333333,231.5
1847.91666666667,182.6
1848.0,265.2
1848.08333333333,186.4
1848.16666666667,181.2
1848.25,178.6
1848.33333333333,170.5
1848.41666666667,214.9
1848.5,232.0
1848.58333333333,220.9
1848.66666666667,167.3
1848.75,220.6
1848.83333333333,191.0
1848.91666666667,265.8
1849.0,298.3
1849.08333333333,250.3
1849.16666666667,182.7
1849.25,194.7
1849.33333333333,153.2
1849.41666666667,154.2
1849.5,148.2
1849.58333333333,128.6
1849.66666666667,178.0
1849.75,135.7
1849.83333333333,188.2
1849.91666666667,184.3
1850.0,148.2
1850.08333333333,169.8
1850.16666666667,156.8
1850.25,83.8
1850.33333333333,117.0
1850.41666666667,133.0
1850.5,74.3
1850.58333333333,117.0
1850.66666666667,163.7
1850.75,134.9
1850.83333333333,104.1
1850.91666666667,115.9
1851.0,143.5
1851.08333333333,200.1
1851.16666666667,122.8
1851.25,107.3
1851.33333333333,118.9
1851.41666666667,120.0
1851.5,68.6
1851.58333333333,109.0
1851.66666666667,128.9
1851.75,118.7
1851.83333333333,96.8
1851.91666666667,135.5
1852.0,129.9
1852.08333333333,126.2
1852.16666666667,116.2
1852.25,124.3
1852.33333333333,104.3
1852.41666666667,89.0
1852.5,80.0
1852.58333333333,75.3
1852.66666666667,71.2
1852.75,127.9
1852.83333333333,103.1
1852.91666666667,86.1
1853.0,77.9
1853.08333333333,81.5
1853.16666666667,71.6
1853.25,90.4
1853.33333333333,65.9
1853.41666666667,76.0
1853.5,87.2
1853.58333333333,95.8
1853.66666666667,63.7
1853.75,80.5
1853.83333333333,54.7
1853.91666666667,44.5
1854.0,29.3
1854.08333333333,38.0
1854.16666666667,39.4
1854.25,50.3
1854.33333333333,45.6
1854.41666666667,40.1
1854.5,35.5
1854.58333333333,30.1
1854.66666666667,42.6
1854.75,24.1
